episode,score,clipped_reward,average_score,epsilon,steps,loss
515,190.0,13.0,153.9,0.9513,263895,0.007600
516,265.0,16.0,155.4,0.9512,264598,0.013889
517,210.0,12.0,156.3,0.9511,265118,0.012604
518,195.0,13.0,156.9,0.9510,266016,0.009301
519,50.0,5.0,156.7,0.9509,266393,0.012645
520,140.0,9.0,155.8,0.9508,266870,0.006982
521,225.0,14.0,155.4,0.9507,267464,0.028894
522,225.0,17.0,154.8,0.9506,268106,0.005623
523,100.0,8.0,153.8,0.9505,268503,0.009155
524,105.0,6.0,153.5,0.9505,268873,0.004405
525,190.0,14.0,154.1,0.9504,269709,0.057454
526,135.0,9.0,153.6,0.9503,270129,0.028780
527,80.0,6.0,152.8,0.9502,270545,0.006482
528,125.0,9.0,152.7,0.9501,270980,0.047637
529,135.0,9.0,152.9,0.9500,271347,0.009435
530,215.0,14.0,154.3,0.9499,271986,0.053873
531,135.0,9.0,153.4,0.9498,272539,0.004886
532,110.0,7.0,153.4,0.9497,272975,0.006510
533,140.0,10.0,154.5,0.9496,273356,0.006376
534,40.0,3.0,154.3,0.9495,273606,0.003252
535,105.0,8.0,152.8,0.9494,274029,0.055506
536,90.0,7.0,153.3,0.9493,274416,0.009677
537,180.0,11.0,153.6,0.9492,274927,0.012070
538,180.0,11.0,154.3,0.9491,275496,0.009072
539,125.0,9.0,153.8,0.9490,275882,0.017351
540,110.0,7.0,153.8,0.9489,276456,0.006974
541,240.0,15.0,155.5,0.9488,277485,0.007897
542,110.0,7.0,155.8,0.9487,277978,0.008531
543,110.0,9.0,156.2,0.9487,278364,0.004414
544,235.0,15.0,156.9,0.9486,279225,0.006544
545,110.0,9.0,156.5,0.9485,279731,0.005062
546,110.0,8.0,157.1,0.9484,280187,0.007667
547,60.0,4.0,156.6,0.9483,280636,0.026365
548,785.0,27.0,163.8,0.9482,281763,0.043212
549,45.0,5.0,163.8,0.9481,282125,0.005912
550,105.0,6.0,163.1,0.9480,282515,0.019168
551,55.0,5.0,162.7,0.9479,282881,0.009858
552,125.0,9.0,161.7,0.9478,283366,0.004740
553,265.0,16.0,161.3,0.9477,284044,0.005645
554,395.0,24.0,163.7,0.9476,284913,0.008273
555,135.0,9.0,157.5,0.9475,285440,0.006297
556,415.0,14.0,160.8,0.9474,286362,0.005278
557,20.0,3.0,156.7,0.9473,286646,0.009017
558,105.0,6.0,156.5,0.9472,287080,0.008298
559,255.0,15.0,157.5,0.9471,287804,0.006883
560,60.0,3.0,156.8,0.9470,288212,0.004935
561,240.0,15.0,158.6,0.9469,288789,0.007128
562,105.0,6.0,158.6,0.9469,289247,0.012602
563,50.0,4.0,158.5,0.9468,289551,0.007683
564,105.0,8.0,158.5,0.9467,290053,0.011139
565,215.0,13.0,158.2,0.9466,290604,0.016707
566,180.0,11.0,159.4,0.9465,291191,0.009190
567,155.0,10.0,158.4,0.9464,291714,0.007526
568,120.0,8.0,157.8,0.9463,292237,0.014830
569,105.0,9.0,155.5,0.9462,292923,0.008654
570,215.0,13.0,156.7,0.9461,293536,0.012239
571,45.0,5.0,154.2,0.9460,293981,0.020531
572,255.0,17.0,155.3,0.9459,294630,0.054140
573,135.0,9.0,155.5,0.9458,295166,0.006324
574,355.0,11.0,158.6,0.9457,295642,0.003017
575,180.0,11.0,156.6,0.9456,296170,0.006123
576,150.0,10.0,156.9,0.9455,296540,0.010417
577,25.0,4.0,153.0,0.9454,296937,0.005023
578,80.0,7.0,153.1,0.9453,297321,0.012410
579,30.0,3.0,152.3,0.9452,297766,0.013762
580,65.0,6.0,151.4,0.9451,298139,0.014920
581,180.0,11.0,153.1,0.9451,298632,0.016222
582,60.0,5.0,153.1,0.9450,298921,0.005643
583,115.0,7.0,151.7,0.9449,299359,0.005291
584,130.0,9.0,152.4,0.9448,299755,0.017347
585,110.0,7.0,153.0,0.9447,300154,0.012482
586,210.0,12.0,153.2,0.9446,300570,0.007727
587,75.0,5.0,152.2,0.9445,300950,0.013229
588,90.0,7.0,151.0,0.9444,301313,0.017351
589,225.0,16.0,152.3,0.9443,301937,0.007296
590,210.0,14.0,153.3,0.9442,302543,0.010339
591,135.0,10.0,154.1,0.9441,303100,0.007327
592,120.0,8.0,151.7,0.9440,303606,0.011896
593,110.0,9.0,152.4,0.9439,304073,0.011011
594,235.0,14.0,153.2,0.9438,304670,0.008667
595,135.0,9.0,154.3,0.9437,305098,0.082153
596,325.0,9.0,156.3,0.9436,305682,0.017556
597,140.0,10.0,157.1,0.9435,306298,0.048173
598,125.0,9.0,157.3,0.9434,306665,0.009029
599,140.0,11.0,158.3,0.9433,307199,0.006270
600,110.0,7.0,158.3,0.9433,307656,0.005929
601,150.0,11.0,158.2,0.9432,308225,0.007892
602,80.0,6.0,157.5,0.9431,308704,0.011850
603,630.0,16.0,163.4,0.9430,309846,0.009932
604,50.0,5.0,162.7,0.9429,310232,0.013283
605,140.0,11.0,163.3,0.9428,310735,0.015475
606,210.0,12.0,163.6,0.9427,311327,0.009459
607,210.0,14.0,163.6,0.9426,311929,0.016664
608,110.0,7.0,162.8,0.9425,312439,0.045604
609,180.0,11.0,163.4,0.9424,312956,0.012948
610,145.0,9.0,164.1,0.9423,313513,0.012408
611,80.0,6.0,163.7,0.9422,314018,0.010966
612,50.0,5.0,160.4,0.9421,314295,0.008602
613,30.0,4.0,159.4,0.9420,314613,0.007219
614,100.0,8.0,154.9,0.9419,315093,0.058985
615,110.0,7.0,154.2,0.9418,315566,0.010199
616,165.0,10.0,153.2,0.9417,316009,0.010903
617,150.0,9.0,152.6,0.9416,316586,0.012400
618,55.0,5.0,151.2,0.9415,316885,0.013334
619,335.0,10.0,154.0,0.9415,317445,0.008719
620,185.0,12.0,154.4,0.9414,318025,0.007155
621,240.0,15.0,154.6,0.9413,318979,0.007428
622,225.0,16.0,154.6,0.9412,319680,0.009760
623,80.0,7.0,154.4,0.9411,320201,0.005601
624,30.0,3.0,153.7,0.9410,320461,0.036117
625,70.0,7.0,152.4,0.9409,320962,0.024726
626,90.0,7.0,152.0,0.9408,321257,0.032648
627,165.0,13.0,152.8,0.9407,321854,0.015469
628,135.0,9.0,152.9,0.9406,322387,0.014353
629,125.0,9.0,152.8,0.9405,323068,0.008333
630,135.0,9.0,152.1,0.9404,323473,0.027479
631,130.0,9.0,152.0,0.9403,323911,0.007240
632,35.0,5.0,151.2,0.9402,324390,0.010131
633,210.0,12.0,151.9,0.9401,324993,0.009092
634,110.0,7.0,152.7,0.9400,325428,0.013065
635,230.0,15.0,153.9,0.9399,326216,0.018458
636,25.0,4.0,153.2,0.9398,326709,0.012596
637,60.0,6.0,152.1,0.9397,327000,0.048416
638,125.0,9.0,151.5,0.9397,327501,0.004747
639,135.0,9.0,151.6,0.9396,327933,0.004397
640,115.0,8.0,151.7,0.9395,328312,0.007809
641,105.0,6.0,150.3,0.9394,328785,0.005797
642,165.0,13.0,150.8,0.9393,329453,0.007940
643,55.0,5.0,150.3,0.9392,329739,0.009450
644,35.0,4.0,148.3,0.9391,330140,0.011961
645,180.0,11.0,149.0,0.9390,330611,0.013429
646,120.0,7.0,149.1,0.9389,331148,0.009176
647,65.0,6.0,149.2,0.9388,331678,0.091893
648,30.0,3.0,141.6,0.9387,331928,0.009411
649,35.0,2.0,141.5,0.9386,332237,0.006612
650,335.0,21.0,143.8,0.9385,333045,0.012713
651,75.0,5.0,144.0,0.9384,333466,0.014782
652,90.0,7.0,143.7,0.9383,333863,0.063323
653,155.0,10.0,142.6,0.9382,334406,0.007920
654,385.0,12.0,142.4,0.9381,335024,0.009498
655,5.0,1.0,141.2,0.9380,335338,0.018493
656,155.0,10.0,138.6,0.9379,335782,0.007153
657,225.0,14.0,140.6,0.9379,336420,0.004058
658,60.0,6.0,140.2,0.9378,336829,0.015856
659,180.0,11.0,139.4,0.9377,337454,0.003520
660,65.0,6.0,139.4,0.9376,337917,0.014396
661,250.0,19.0,139.6,0.9375,338711,0.015448
662,155.0,10.0,140.1,0.9374,339235,0.016042
663,90.0,8.0,140.4,0.9373,339702,0.043327
664,80.0,6.0,140.2,0.9372,340133,0.015917
665,190.0,12.0,139.9,0.9371,340744,0.012011
666,40.0,5.0,138.6,0.9370,341120,0.008500
667,90.0,7.0,137.9,0.9369,341417,0.013949
668,165.0,10.0,138.3,0.9368,341940,0.007417
669,35.0,4.0,137.7,0.9367,342292,0.014503
670,155.0,10.0,137.1,0.9366,342772,0.009584
671,155.0,10.0,138.2,0.9365,343340,0.005858
672,185.0,15.0,137.4,0.9364,343982,0.003605
673,115.0,8.0,137.2,0.9363,344858,0.010403
674,190.0,14.0,135.6,0.9362,345453,0.005807
675,80.0,7.0,134.6,0.9361,345753,0.019566
676,215.0,13.0,135.2,0.9361,346411,0.008971
677,135.0,8.0,136.3,0.9360,346901,0.009972
678,145.0,9.0,137.0,0.9359,347294,0.003133
679,180.0,11.0,138.5,0.9358,347859,0.008529
680,240.0,15.0,140.2,0.9357,348494,0.008885
681,210.0,12.0,140.6,0.9356,348988,0.012201
682,65.0,6.0,140.6,0.9355,349338,0.094072
683,155.0,10.0,141.0,0.9354,349848,0.007185
684,155.0,10.0,141.2,0.9353,350338,0.010934
685,135.0,10.0,141.5,0.9352,350850,0.010922
686,55.0,5.0,139.9,0.9351,351145,0.019721
687,65.0,5.0,139.8,0.9350,351433,0.015770
688,80.0,7.0,139.8,0.9349,351961,0.011287
689,410.0,15.0,141.6,0.9348,352703,0.006606
690,215.0,13.0,141.7,0.9347,353402,0.006774
691,230.0,15.0,142.6,0.9346,354020,0.014389
692,165.0,12.0,143.1,0.9345,354516,0.031317
693,160.0,11.0,143.6,0.9344,355164,0.014635
694,150.0,11.0,142.7,0.9343,355636,0.014783
695,335.0,10.0,144.7,0.9343,356189,0.013936
696,200.0,14.0,143.4,0.9342,356892,0.010439
697,175.0,13.0,143.8,0.9341,357693,0.007226
698,90.0,7.0,143.4,0.9340,358059,0.010743
699,110.0,8.0,143.2,0.9339,358481,0.011006
700,110.0,7.0,143.2,0.9338,358947,0.010022
701,135.0,9.0,143.0,0.9337,359400,0.006765
702,35.0,4.0,142.6,0.9336,359734,0.011107
703,155.0,10.0,137.8,0.9335,360219,0.018812
704,155.0,10.0,138.8,0.9334,360748,0.027204
705,180.0,11.0,139.2,0.9333,361227,0.014631
706,50.0,4.0,137.7,0.9332,361580,0.008131
707,55.0,5.0,136.1,0.9331,361957,0.012524
708,55.0,5.0,135.6,0.9330,362500,0.005707
709,75.0,5.0,134.5,0.9329,362795,0.018124
710,20.0,3.0,133.2,0.9328,363145,0.008527
711,105.0,6.0,133.5,0.9327,363666,0.069915
712,210.0,14.0,135.1,0.9326,364195,0.015628
713,120.0,8.0,136.0,0.9325,364654,0.013336
714,105.0,6.0,136.1,0.9325,365037,0.007687
715,180.0,11.0,136.8,0.9324,365624,0.008711
716,85.0,7.0,135.9,0.9323,365919,0.010227
717,15.0,2.0,134.6,0.9322,366240,0.007958
718,85.0,7.0,134.9,0.9321,366640,0.007232
719,85.0,6.0,132.4,0.9320,366930,0.007140
720,135.0,9.0,131.9,0.9319,367342,0.006591
721,485.0,18.0,134.3,0.9318,368183,0.006992
722,210.0,12.0,134.2,0.9317,368795,0.019459
723,610.0,25.0,139.5,0.9316,369943,0.008751
724,185.0,12.0,141.1,0.9315,370610,0.009474
725,185.0,11.0,142.2,0.9314,371081,0.005288
726,75.0,5.0,142.1,0.9313,371425,0.012752
727,180.0,11.0,142.2,0.9312,371937,0.013671
728,190.0,14.0,142.8,0.9311,372605,0.010160
729,105.0,8.0,142.6,0.9310,372970,0.010030
730,155.0,10.0,142.8,0.9309,373438,0.013426
731,120.0,8.0,142.7,0.9308,373831,0.006535
732,50.0,4.0,142.8,0.9307,374214,0.004984
733,35.0,4.0,141.1,0.9307,374600,0.012252
734,335.0,21.0,143.3,0.9306,375440,0.006432
735,120.0,10.0,142.2,0.9305,375921,0.013342
736,35.0,4.0,142.3,0.9304,376210,0.042177
737,125.0,9.0,142.9,0.9303,376717,0.006606
738,175.0,12.0,143.4,0.9302,377264,0.059391
739,45.0,5.0,142.6,0.9301,377635,0.006821
740,200.0,16.0,143.4,0.9300,378338,0.069888
741,140.0,8.0,143.8,0.9299,378806,0.042423
742,15.0,1.0,142.2,0.9298,379105,0.009045
743,155.0,11.0,143.2,0.9297,379770,0.006860
744,120.0,11.0,144.1,0.9296,380291,0.018463
745,325.0,10.0,145.6,0.9295,381173,0.016373
746,185.0,11.0,146.2,0.9294,381675,0.011778
747,215.0,16.0,147.7,0.9293,382364,0.004866
748,60.0,6.0,148.0,0.9292,382817,0.015673
749,180.0,11.0,149.4,0.9291,383348,0.058532
750,105.0,8.0,147.2,0.9290,383771,0.060850
751,275.0,18.0,149.2,0.9289,384401,0.005611
752,410.0,13.0,152.3,0.9289,385082,0.005905
753,55.0,5.0,151.3,0.9288,385444,0.003776
754,155.0,10.0,149.1,0.9287,385873,0.006965
755,80.0,7.0,149.8,0.9286,386203,0.010226
756,195.0,13.0,150.2,0.9285,386848,0.011303
757,500.0,20.0,152.9,0.9284,387784,0.078945
758,75.0,5.0,153.1,0.9283,388078,0.006934
759,110.0,8.0,152.4,0.9282,388588,0.010924
760,95.0,8.0,152.7,0.9281,389231,0.011699
761,75.0,5.0,150.9,0.9280,389636,0.007274
762,185.0,13.0,151.2,0.9279,390255,0.035954
763,155.0,10.0,151.9,0.9278,390628,0.033831
764,325.0,10.0,154.3,0.9277,391173,0.009222
765,135.0,9.0,153.8,0.9276,391550,0.059680
766,110.0,7.0,154.5,0.9275,391972,0.019442
767,65.0,6.0,154.2,0.9274,392371,0.010390
768,20.0,3.0,152.8,0.9273,392691,0.004994
769,120.0,8.0,153.7,0.9272,393171,0.008007
770,125.0,9.0,153.3,0.9271,393556,0.006468
771,315.0,18.0,154.9,0.9271,394416,0.017793
772,120.0,8.0,154.3,0.9270,394708,0.035082
773,90.0,7.0,154.1,0.9269,395006,0.020881
774,135.0,9.0,153.5,0.9268,395459,0.005666
775,520.0,21.0,157.9,0.9267,396185,0.006609
776,155.0,10.0,157.3,0.9266,396648,0.011534
777,135.0,9.0,157.3,0.9265,397135,0.011390
778,80.0,6.0,156.7,0.9264,397518,0.012144
779,210.0,12.0,156.9,0.9263,398144,0.118523
780,240.0,16.0,156.9,0.9262,398927,0.005513
781,175.0,12.0,156.6,0.9261,399368,0.007314
782,215.0,13.0,158.1,0.9260,399883,0.004716
783,115.0,10.0,157.7,0.9259,400386,0.019586
784,345.0,21.0,159.6,0.9258,401445,0.044166
785,120.0,8.0,159.4,0.9257,402018,0.010667
786,180.0,13.0,160.7,0.9256,402587,0.070589
787,65.0,6.0,160.7,0.9255,402889,0.022668
788,110.0,7.0,161.0,0.9254,403279,0.008455
789,185.0,13.0,158.8,0.9253,403951,0.008775
790,90.0,7.0,157.5,0.9253,404327,0.021525
791,110.0,7.0,156.3,0.9252,404793,0.007100
792,190.0,11.0,156.6,0.9251,405399,0.006769
793,155.0,9.0,156.5,0.9250,405993,0.010618
794,180.0,11.0,156.8,0.9249,406582,0.010381
795,365.0,22.0,157.1,0.9248,407309,0.003373
796,50.0,4.0,155.6,0.9247,407603,0.008901
797,60.0,5.0,154.4,0.9246,407892,0.008160
798,410.0,27.0,157.7,0.9245,409087,0.006700
799,255.0,16.0,159.1,0.9244,409788,0.012011
800,105.0,8.0,159.1,0.9243,410201,0.077706
801,20.0,3.0,157.9,0.9242,410540,0.013880
802,125.0,9.0,158.8,0.9241,410928,0.015514
803,150.0,10.0,158.8,0.9240,411346,0.013956
804,130.0,10.0,158.5,0.9239,411880,0.008627
805,255.0,17.0,159.2,0.9238,412564,0.006849
806,110.0,9.0,159.8,0.9237,413087,0.009008
807,30.0,3.0,159.6,0.9236,413474,0.011941
808,95.0,9.0,160.0,0.9235,413985,0.009932
809,55.0,5.0,159.8,0.9235,414348,0.007055
810,170.0,11.0,161.3,0.9234,414882,0.008633
811,210.0,12.0,162.3,0.9233,415550,0.012741
812,155.0,12.0,161.8,0.9232,416045,0.013393
813,80.0,5.0,161.4,0.9231,416421,0.015887
814,350.0,11.0,163.8,0.9230,417021,0.014474
815,260.0,16.0,164.7,0.9229,417726,0.013851
816,115.0,8.0,164.9,0.9228,418203,0.020242
817,180.0,11.0,166.6,0.9227,418718,0.017847
818,215.0,14.0,167.9,0.9226,419396,0.024914
819,135.0,9.0,168.4,0.9225,419815,0.005013
820,70.0,7.0,167.8,0.9224,420191,0.019343
821,65.0,5.0,163.6,0.9223,420587,0.007213
822,250.0,17.0,163.9,0.9222,421156,0.025387
823,265.0,18.0,160.5,0.9221,421953,0.077454
824,110.0,7.0,159.8,0.9220,422445,0.005813
825,65.0,5.0,158.6,0.9219,422901,0.006621
826,560.0,23.0,163.4,0.9218,423711,0.075341
827,275.0,18.0,164.3,0.9217,424313,0.011583
828,110.0,7.0,163.6,0.9217,424621,0.013117
829,70.0,6.0,163.2,0.9216,424917,0.012710
830,30.0,3.0,161.9,0.9215,425193,0.014150
831,10.0,2.0,160.8,0.9214,425457,0.007660
832,45.0,5.0,160.8,0.9213,425757,0.010112
833,60.0,6.0,161.1,0.9212,426039,0.008511
834,55.0,5.0,158.2,0.9211,426423,0.017614
835,210.0,12.0,159.2,0.9210,426816,0.008709
836,50.0,4.0,159.3,0.9209,427122,0.007888
837,80.0,7.0,158.8,0.9208,427522,0.008699
838,135.0,9.0,158.4,0.9207,427962,0.006831
839,110.0,7.0,159.1,0.9206,428402,0.010007
840,175.0,13.0,158.8,0.9205,429315,0.008144
841,150.0,9.0,158.9,0.9204,429836,0.007009
842,260.0,16.0,161.4,0.9203,430529,0.020323
843,75.0,6.0,160.6,0.9202,430997,0.005382
844,105.0,6.0,160.4,0.9201,431462,0.128311
845,75.0,5.0,157.9,0.9200,431919,0.011802
846,30.0,4.0,156.4,0.9199,432286,0.010034
847,180.0,11.0,156.1,0.9199,432808,0.031854
848,180.0,11.0,157.2,0.9198,433306,0.014678
849,110.0,8.0,156.6,0.9197,433753,0.009630
850,255.0,16.0,158.1,0.9196,434460,0.008485
851,90.0,7.0,156.2,0.9195,434741,0.008811
852,80.0,7.0,152.9,0.9194,435033,0.014373
853,120.0,8.0,153.6,0.9193,435494,0.066747
854,215.0,14.0,154.2,0.9192,436219,0.007106
855,180.0,11.0,155.2,0.9191,436785,0.004635
856,365.0,24.0,156.8,0.9190,437794,0.009197
857,315.0,18.0,155.0,0.9189,438394,0.013271
858,35.0,3.0,154.6,0.9188,438674,0.011438
859,250.0,15.0,156.0,0.9187,439252,0.010316
860,240.0,15.0,157.4,0.9186,439928,0.021203
861,205.0,14.0,158.8,0.9185,440691,0.016461
862,215.0,13.0,159.1,0.9184,441271,0.075158
863,160.0,12.0,159.1,0.9183,441794,0.011592
864,45.0,5.0,156.3,0.9182,442189,0.085193
865,215.0,14.0,157.1,0.9181,442692,0.018314
866,165.0,12.0,157.7,0.9181,443166,0.013797
867,260.0,16.0,159.6,0.9180,443876,0.007573
868,55.0,5.0,159.9,0.9179,444319,0.010217
869,135.0,10.0,160.1,0.9178,444934,0.007977
870,85.0,6.0,159.7,0.9177,445215,0.014023
871,135.0,9.0,157.9,0.9176,445715,0.107977
872,225.0,14.0,158.9,0.9175,446352,0.015456
873,95.0,6.0,159.0,0.9174,446670,0.008231
874,135.0,9.0,159.0,0.9173,447137,0.009484
875,95.0,8.0,154.8,0.9172,447590,0.018429
876,80.0,6.0,154.0,0.9171,448003,0.011435
877,120.0,8.0,153.8,0.9170,448605,0.008423
878,160.0,11.0,154.7,0.9169,449025,0.038685
879,105.0,8.0,153.6,0.9168,449314,0.057890
880,90.0,7.0,152.1,0.9167,449789,0.011154
881,75.0,5.0,151.1,0.9166,450211,0.009844
882,20.0,3.0,149.2,0.9165,450481,0.018541
883,135.0,9.0,149.3,0.9164,451049,0.014873
884,65.0,6.0,146.6,0.9163,451334,0.031482
885,100.0,8.0,146.3,0.9163,451818,0.010922
886,120.0,8.0,145.8,0.9162,452270,0.020902
887,155.0,10.0,146.7,0.9161,452772,0.014698
888,185.0,11.0,147.4,0.9160,453307,0.013580
889,155.0,10.0,147.1,0.9159,453785,0.013008
890,120.0,11.0,147.4,0.9158,454205,0.015313
891,45.0,5.0,146.8,0.9157,454534,0.010852
892,165.0,11.0,146.5,0.9156,455119,0.008218
893,260.0,16.0,147.6,0.9155,455645,0.006788
894,440.0,16.0,150.2,0.9154,456378,0.009698
895,355.0,11.0,150.1,0.9153,456918,0.008333
896,225.0,15.0,151.8,0.9152,457514,0.007718
897,80.0,6.0,152.0,0.9151,457820,0.008999
898,180.0,11.0,149.7,0.9150,458259,0.012027
899,45.0,5.0,147.6,0.9149,458637,0.015577
900,155.0,10.0,148.1,0.9148,459039,0.010278
901,210.0,12.0,150.0,0.9147,459584,0.006408
902,80.0,7.0,149.6,0.9146,460049,0.009704
903,20.0,3.0,148.2,0.9145,460476,0.012843
904,150.0,11.0,148.4,0.9145,460984,0.034446
905,155.0,10.0,147.4,0.9144,461446,0.014979
906,45.0,5.0,146.8,0.9143,461725,0.008472
907,215.0,13.0,148.7,0.9142,462368,0.013981
908,240.0,15.0,150.1,0.9141,462988,0.008339
909,120.0,8.0,150.8,0.9140,463439,0.008997
910,110.0,8.0,150.2,0.9139,463813,0.011550
911,375.0,24.0,151.8,0.9138,464763,0.007328
912,135.0,9.0,151.6,0.9137,465185,0.008686
913,90.0,7.0,151.7,0.9136,465510,0.017682
914,155.0,10.0,149.8,0.9135,466227,0.006683
915,285.0,17.0,150.0,0.9134,467001,0.008019
916,45.0,5.0,149.3,0.9133,467441,0.007548
917,30.0,3.0,147.8,0.9132,467719,0.007172
918,135.0,9.0,147.0,0.9131,468200,0.010666
919,110.0,7.0,146.8,0.9130,468675,0.007189
920,120.0,8.0,147.2,0.9129,469196,0.003220
921,245.0,16.0,149.1,0.9128,469771,0.007004
922,135.0,9.0,147.9,0.9127,470302,0.015948
923,110.0,7.0,146.3,0.9127,470743,0.008239
924,10.0,2.0,145.3,0.9126,471163,0.014679
925,110.0,7.0,145.8,0.9125,471529,0.015474
926,140.0,11.0,141.6,0.9124,472018,0.018413
927,25.0,2.0,139.1,0.9123,472406,0.021150
928,230.0,15.0,140.3,0.9122,472904,0.013134
929,125.0,9.0,140.8,0.9121,473424,0.012741
930,240.0,16.0,142.9,0.9120,474089,0.006523
931,155.0,10.0,144.4,0.9119,474597,0.055616
932,210.0,12.0,146.1,0.9118,475191,0.008444
933,150.0,10.0,146.9,0.9117,475805,0.010117
934,190.0,14.0,148.3,0.9116,476446,0.009572
935,75.0,6.0,146.9,0.9115,476794,0.018730
936,160.0,9.0,148.1,0.9114,477516,0.017814
937,135.0,9.0,148.6,0.9113,477978,0.007222
938,105.0,8.0,148.3,0.9112,478343,0.008368
939,150.0,10.0,148.7,0.9111,478799,0.008595
940,455.0,18.0,151.5,0.9110,479488,0.005847
941,285.0,17.0,152.8,0.9109,480183,0.012479
942,460.0,17.0,154.8,0.9109,480824,0.017788
943,60.0,5.0,154.7,0.9108,481136,0.008637
944,100.0,7.0,154.7,0.9107,481542,0.019250
945,135.0,11.0,155.2,0.9106,482205,0.091343
946,90.0,7.0,155.8,0.9105,482651,0.088497
947,565.0,23.0,159.7,0.9104,483625,0.008829
948,155.0,10.0,159.4,0.9103,484046,0.005856
949,210.0,12.0,160.4,0.9102,484515,0.006966
950,260.0,16.0,160.5,0.9101,485305,0.023414
951,35.0,4.0,159.9,0.9100,485666,0.007521
952,150.0,9.0,160.7,0.9099,486135,0.013956
953,140.0,10.0,160.8,0.9098,486646,0.008864
954,140.0,10.0,160.1,0.9097,487447,0.012199
955,65.0,6.0,158.9,0.9096,487727,0.008936
956,210.0,15.0,157.4,0.9095,488492,0.028000
957,185.0,13.0,156.1,0.9094,489356,0.009686
958,30.0,4.0,156.1,0.9093,489649,0.003562
959,215.0,13.0,155.7,0.9092,490263,0.011499
960,45.0,4.0,153.8,0.9091,490605,0.008048
961,180.0,11.0,153.5,0.9091,491151,0.012201
962,215.0,13.0,153.5,0.9090,491734,0.017696
963,135.0,9.0,153.2,0.9089,492206,0.007540
964,50.0,4.0,153.3,0.9088,492506,0.013592
965,210.0,12.0,153.2,0.9087,493101,0.014068
966,30.0,3.0,151.9,0.9086,493565,0.009930
967,410.0,15.0,153.4,0.9085,494296,0.008681
968,210.0,12.0,154.9,0.9084,494800,0.008218
969,180.0,11.0,155.4,0.9083,495290,0.007669
970,215.0,15.0,156.7,0.9082,496005,0.005274
971,130.0,7.0,156.7,0.9081,496488,0.022772
972,55.0,5.0,154.9,0.9080,496823,0.067142
973,155.0,10.0,155.6,0.9079,497312,0.015448
974,290.0,18.0,157.1,0.9078,498061,0.010154
975,125.0,9.0,157.4,0.9077,498476,0.007546
976,285.0,17.0,159.4,0.9076,499172,0.011107
977,125.0,9.0,159.5,0.9075,499502,0.010753
978,155.0,10.0,159.4,0.9074,499927,0.015059
979,285.0,17.0,161.2,0.9073,500867,0.011915
980,105.0,6.0,161.4,0.9073,501236,0.011557
981,170.0,12.0,162.3,0.9072,502040,0.012900
982,120.0,8.0,163.3,0.9071,502501,0.007561
983,50.0,4.0,162.5,0.9070,502875,0.007148
984,115.0,10.0,163.0,0.9069,503215,0.014358
985,115.0,8.0,163.2,0.9068,503610,0.007904
986,150.0,10.0,163.4,0.9067,504104,0.015099
987,55.0,5.0,162.4,0.9066,504435,0.139708
988,60.0,6.0,161.2,0.9065,504790,0.022650
989,75.0,5.0,160.4,0.9064,505069,0.007697
990,210.0,12.0,161.3,0.9063,505708,0.008632
991,245.0,15.0,163.3,0.9062,506261,0.008998
992,80.0,6.0,162.4,0.9061,506679,0.010983
993,260.0,18.0,162.4,0.9060,507361,0.021807
994,425.0,15.0,162.3,0.9059,508114,0.011258
995,145.0,10.0,160.2,0.9058,508674,0.082546
996,65.0,6.0,158.6,0.9057,509037,0.005853
997,155.0,10.0,159.3,0.9056,509582,0.008531
998,100.0,8.0,158.6,0.9055,509970,0.008418
999,135.0,10.0,159.4,0.9055,510392,0.021038
1000,285.0,17.0,160.8,0.9054,511233,0.008341
1001,230.0,15.0,160.9,0.9053,511791,0.047480
1002,390.0,13.0,164.1,0.9052,512998,0.018155
1003,125.0,9.0,165.1,0.9051,513682,0.006828
1004,125.0,9.0,164.8,0.9050,514170,0.007513
1005,100.0,8.0,164.3,0.9049,514662,0.014131
1006,105.0,6.0,164.9,0.9048,514967,0.016735
1007,80.0,7.0,163.6,0.9047,515291,0.004837
1008,155.0,10.0,162.7,0.9046,515778,0.020961
1009,50.0,4.0,162.0,0.9045,516084,0.005855
1010,180.0,13.0,162.7,0.9044,516604,0.005539
1011,150.0,10.0,160.4,0.9043,517053,0.012906
1012,120.0,8.0,160.3,0.9042,517425,0.074983
1013,150.0,11.0,160.9,0.9041,517933,0.072001
1014,95.0,9.0,160.3,0.9040,518343,0.009319
1015,40.0,5.0,157.8,0.9039,518857,0.018581
1016,180.0,11.0,159.2,0.9038,519388,0.009731
1017,150.0,10.0,160.4,0.9037,519780,0.007084
1018,210.0,12.0,161.2,0.9037,520249,0.011378
1019,135.0,9.0,161.4,0.9036,520676,0.005349
1020,120.0,8.0,161.4,0.9035,521431,0.019714
1021,75.0,5.0,159.7,0.9034,521810,0.007650
1022,75.0,5.0,159.1,0.9033,522114,0.013646
1023,50.0,4.0,158.5,0.9032,522494,0.007451
1024,210.0,12.0,160.5,0.9031,523207,0.014615
1025,180.0,11.0,161.2,0.9030,523747,0.006785
1026,35.0,4.0,160.2,0.9029,524150,0.005831
1027,260.0,16.0,162.5,0.9028,524973,0.017746
1028,530.0,21.0,165.5,0.9027,525701,0.012013
1029,260.0,16.0,166.8,0.9026,526321,0.008344
1030,80.0,7.0,165.2,0.9025,526698,0.010309
